DATE;RRmm;Tmin;Tmax;ETP;RGI
01/01/2022;0.0;17.6;36.97;6.873920190496625;4.263876
02/01/2022;0.0;17.12;36.51;7.13857963590962;4.7511684
03/01/2022;0.0;15.25;36.96;6.496931720691286;4.44951
04/01/2022;0.0;13.24;36.0;6.522109105952614;4.946697
05/01/2022;0.0;16.5;35.39;7.125942232189542;4.639023
06/01/2022;0.0;16.55;35.94;6.302147630326262;4.3063884
07/01/2022;0.0;16.95;36.02;6.070754042524037;5.0932548
08/01/2022;0.0;16.94;36.27;5.560072104253693;5.5674594
09/01/2022;0.0;19.41;29.3;4.032977666233649;-0.5220216
10/01/2022;0.0;20.99;28.35;3.9533801059263034;0.0729216
11/01/2022;0.0;18.05;36.95;5.27978110908569;7.204824
12/01/2022;0.0;17.87;38.33;4.390114281895741;5.1127686
13/01/2022;0.0;20.05;40.3;4.877542987229567;6.377256
14/01/2022;0.0;19.48;37.24;5.144271605416048;6.41664
15/01/2022;0.0;19.43;37.88;4.550320357076103;5.1825006
16/01/2022;0.0;19.22;35.44;4.008164941645982;4.875964199999999
17/01/2022;0.0;18.79;38.02;4.028262869230062;5.6171736
18/01/2022;0.0;17.94;38.67;5.0801288250592975;4.8316176
19/01/2022;0.0;16.29;32.9;5.271280051545504;5.5390572
20/01/2022;0.0;;;0.0;5.4112302
21/01/2022;0.0;;;0.0;5.67018
22/01/2022;0.0;;;0.0;4.9954122
23/01/2022;0.0;;;0.0;5.035374
24/01/2022;0.0;;;0.0;2.3247396
25/01/2022;0.0;;;0.0;4.2441390000000006
26/01/2022;0.0;;;0.0;4.4719578
27/01/2022;0.0;;;0.0;6.033798
28/01/2022;0.0;;;0.0;4.01859
29/01/2022;0.0;;;0.0;5.728129200000001
30/01/2022;0.0;;;0.0;5.020434
31/01/2022;0.0;;;0.0;4.4908092
01/02/2022;0.0;;;0.0;5.551803
02/02/2022;0.0;;;0.0;3.8693340000000003
03/02/2022;0.0;;;0.0;5.3558946
04/02/2022;0.0;;;0.0;5.5005714
05/02/2022;0.0;;;0.0;5.159088
06/02/2022;0.101;;;0.0;5.169024
07/02/2022;0.0;;;0.0;5.297328
08/02/2022;0.0;;;0.0;5.3334
09/02/2022;0.0;;;0.0;5.395194
10/02/2022;0.0;;;0.0;4.467582
11/02/2022;0.0;;;0.0;4.88088
12/02/2022;0.0;;;0.0;4.954104
13/02/2022;0.0;;;0.0;5.318442
14/02/2022;0.0;;;0.0;4.919382
15/02/2022;0.0;;;0.0;5.311936800000001
16/02/2022;0.0;;;0.0;5.2545779999999995
17/02/2022;0.0;;;0.0;5.2263720000000005
18/02/2022;0.0;;;0.0;4.90365
19/02/2022;0.0;;;0.0;5.7277854
20/02/2022;0.0;;;0.0;6.1080156
21/02/2022;0.0;;;0.0;4.734288
22/02/2022;0.0;;;0.0;6.3833742
23/02/2022;0.0;;;0.0;6.411888
24/02/2022;0.0;;;0.0;6.7507452
