DATE;RRmm;Tmin;Tmax;ETP;RGI
2019-01-01;0.0;17.87;37.72;5.283341482532977;4.4147862
2019-02-01;0.0;18.76;36.68;7.158787209540121;4.3767918
2019-03-01;0.0;18.57;33.66;6.702871089871979;4.199562
2019-04-01;0.0;16.67;30.44;5.156520096496298;2.2157676000000004
2019-05-01;0.0;18.75;33.58;6.694255531812765;4.9372578
2019-06-01;0.0;16.21;33.75;6.021908397656965;4.263066
2019-07-01;0.0;19.37;30.69;4.794412758263657;1.249776
2019-08-01;0.0;12.23;35.26;5.752747209146479;4.5281466
2019-09-01;0.0;15.12;36.55;5.397376051277166;4.2361902
2019-10-01;0.0;14.18;31.65;4.244243452760819;1.3780260000000002
2019-11-01;0.0;15.15;32.82;4.369119975318453;2.5908498000000004
2019-12-01;0.0;13.99;35.57;4.099475047984676;2.6950608000000003
2019-01-13;0.0;16.14;38.55;4.760049660016653;4.161276
2019-01-14;0.0;16.81;36.37;4.736707321868038;2.9894094000000004
2019-01-15;0.0;17.53;35.6;5.421747928701206;3.99123
2019-01-16;0.0;15.83;34.53;4.436641104410575;4.388724
2019-01-17;0.0;15.77;33.85;4.211230190394797;3.633786
2019-01-18;0.0;17.19;29.26;6.935116105445502;3.785004
2019-01-19;0.0;15.24;28.67;6.459193968013456;4.364730000000001
2019-01-20;0.0;13.81;30.56;6.165423984013038;4.5438480000000006
2019-01-21;0.0;14.42;31.15;6.1404344864945575;4.548312
2019-01-22;0.0;12.65;30.39;5.253130184654598;3.317922
2019-01-23;0.0;15.79;31.09;5.039092454920124;4.2928488
2019-01-24;0.0;15.92;33.5;4.352060895779149;4.5526932
2019-01-25;0.0;14.75;35.95;4.3642013872589205;5.486022
2019-01-26;0.0;17.57;35.05;5.785340189303833;3.999438
2019-01-27;0.0;17.96;35.57;7.634465188496054;4.92957
2019-01-28;0.0;18.31;35.12;8.132058685783926;4.74174
2019-01-29;0.0;17.02;34.41;6.427462093140563;4.646934000000001
2019-01-30;0.0;14.75;34.8;4.888624635648428;4.9105745999999995
2019-01-31;0.0;16.79;34.38;5.073260015484118;4.642875
2019-01-02;0.0;14.25;35.13;5.286677299909426;5.185602
2019-02-02;0.0;16.51;33.87;5.372325131793116;4.787100000000001
2019-03-02;0.0;15.06;35.15;4.869169464523257;4.663494
2019-04-02;0.0;15.34;34.42;4.766361236559474;5.666346
2019-05-02;0.0;16.28;36.14;4.735194043648935;5.906718
2019-06-02;0.0;16.8;36.5;5.807843645637235;5.3401482
2019-07-02;0.0;20.47;35.47;6.4877150587310055;4.1616054
2019-08-02;0.0;20.57;33.6;6.644278090888442;2.366982
2019-09-02;0.0;16.02;37.65;7.247609594481404;5.7921138
